,gene,chromosome,position_left,position_right,Direction,Variance
23613,Zm00001d023933,10,29995807,29996959,+,8.64692037473486
23614,Zm00001d008821,8,21725644,21726186,-,0.0
23615,Zm00001d018121,5,214715879,214716113,-,0.006696206634064568
23616,Zm00001d010568,8,120539728,120541472,+,0.011495582715495736
23617,Zm00001d003475,2,45406184,45406641,-,0.000810650997004388
23618,Zm00001d043350,3,197409840,197413468,-,3.129513331900985
23619,Zm00001d052297,4,186404241,186405579,+,1.8423146273979916
23620,Zm00001d043691,3,207541294,207543989,+,0.45217781915629385
23621,Zm00001d044699,3,235217969,235223164,-,66.54703729404235
23622,Zm00001d008434,8,8629649,8630792,+,1.014152015316784
23623,Zm00001d017336,5,193245750,193254613,-,6.191468765572852
23624,Zm00001d013485,5,12640087,12643543,+,18.724196148035357
23625,Zm00001d028755,1,45602341,45605011,-,307.97768512046156
23626,Zm00001d044260,3,223156501,223169831,+,0.2859920601193183
23627,Zm00001d029100,1,58018568,58018889,+,84.18249912260964
23628,Zm00001d009298,8,52964831,52968685,+,1.9489012832320154
23629,Zm00001d013426,5,11127259,11135273,-,15.435604662896242
23630,Zm00001d019176,7,20445101,20462590,+,0.8752147905124587
23631,Zm00001d039370,3,2692602,2696275,+,628.384087093313
23632,Zm00001d031510,1,192357370,192358661,-,76.95415712539123
23633,Zm00001d012857,5,1163083,1165592,+,282.2691519924246
23634,Zm00001d023303,10,2432324,2439208,+,22.866549962420976
23635,Zm00001d002794,2,22815198,22820094,-,0.5377576107901118
23636,Zm00001d022033,7,168323023,168323588,-,0.02814631390984797
23637,Zm00001d027448,1,5518493,5523341,+,3.7461210525285087
23638,Zm00001d031301,1,185623416,185624719,+,0.11633179904291044
23639,Zm00001d020544,7,121750711,121753167,-,88.29161683458747
23640,Zm00001d014385,5,43923684,43927702,-,8.823325213105964
23641,Zm00001d009578,8,71548475,71550482,+,53.83881331579409
23642,Zm00001d034837,1,303457379,303464429,+,0.0035003563814296683
23643,Zm00001d031593,1,195672264,195678558,+,56.27376441327798
23644,Zm00001d046859,9,108429573,108430215,+,1.9946335562625324
23645,Zm00001d046429,9,89466683,89466923,-,5.844437380582936
23646,Zm00001d019992,7,83426348,83431534,+,0.18587618697915456
23647,Zm00001d054086,4,246132177,246132864,+,0.039349559222705714
23648,Zm00001d029217,1,62743192,62743990,-,11.44550441389437
23649,Zm00001d047116,9,119243916,119244297,-,4288.577512726549
23650,Zm00001d012754,8,179865497,179868206,-,0.33333078546554945
23651,Zm00001d006219,2,202177263,202181030,+,11.16180897352709
23652,Zm00001d047647,9,137984095,137985258,+,0.5928198159071616
23653,Zm00001d051966,4,175533998,175534739,-,0.5476161329208648
23654,Zm00001d017272,5,191269347,191272167,-,1.7559078216984933e-06
23655,Zm00001d031466,1,191167285,191172311,+,0.0
23656,Zm00001d030359,1,125680309,125683149,+,0.00014158422645309861
23657,Zm00001d053279,4,223888321,223889201,+,201.79506459423098
23658,Zm00001d048901,4,7400912,7405887,+,3.6344481684350076
23659,Zm00001d053182,4,218560576,218598417,+,0.0015729164473699932
23660,Zm00001d049858,4,48664750,48667590,-,118.9893085064019
23661,Zm00001d030007,1,98891018,98893883,+,0.2873396608899509
23662,Zm00001d029383,1,68460718,68463139,-,2.180935933982657
23663,Zm00001d037613,6,131765060,131777860,-,72.75980343599562
23664,Zm00001d036338,6,84763764,84765776,-,20.840918291446936
23665,Zm00001d010892,8,132353504,132361349,+,19.156466448667615
23666,Zm00001d004992,2,152645284,152651759,+,8.66594926863974
23667,Zm00001d030300,1,120740104,120741735,-,1.5521610761621307
23668,Zm00001d049954,4,55307250,55311651,-,382.2074905926634
23669,Zm00001d014486,5,49915115,49917898,+,107.69241836280877
23670,Zm00001d027790,1,13576387,13580832,+,7.4833351830305705
23671,Zm00001d051452,4,159114505,159117096,-,0.6034679149977994
23672,Zm00001d015628,5,102015203,102017402,-,3605.655298550005
23673,Zm00001d015015,5,72249114,72253729,-,0.008345865489562608
23674,Zm00001d040644,3,55831478,55833662,-,4.512245626311595
23675,Zm00001d037310,6,120276985,120278337,-,0.09403861866457967
23676,Zm00001d009108,8,36817444,36818866,+,2.93556389593647
23677,Zm00001d036251,6,79944762,79945710,+,0.007487531865321657
23678,Zm00001d037242,6,117577793,117583731,-,1.255467713461262
23679,Zm00001d048614,4,1307130,1309817,-,3.3960977200797
23680,Zm00001d015649,5,103214831,103229223,+,7.9718388565408596
23681,Zm00001d023958,10,31990895,31994228,+,0.0006089913472377243
23682,Zm00001d018839,7,6964998,6966594,-,47.061635853504136
23683,Zm00001d048682,4,3226715,3228605,-,0.19138635676517185
23684,Zm00001d002131,2,6428321,6429743,-,35.70153923839138
23685,Zm00001d036822,6,102234770,102236003,-,0.0
23686,Zm00001d023472,10,6821357,6828230,-,0.008059227331042147
23687,Zm00001d045931,9,47612875,47613364,-,7.171831709483032
23688,Zm00001d053818,4,241643894,241648565,-,15.484516202815513
23689,Zm00001d022009,7,167899811,167901076,+,9.100612864773911
23690,Zm00001d041246,3,108034637,108035490,-,51618.086404419555
23691,Zm00001d019363,7,29849023,29858068,+,0.6994477852420495
23692,Zm00001d047948,9,145961601,145963292,+,0.4843383209542326
23693,Zm00001d020680,7,127860532,127863145,+,0.0018893900791912119
23694,Zm00001d045380,9,20207708,20208497,+,1.7586627581346392e-05
23695,Zm00001d017691,5,204333846,204344457,-,3.052355048370355
23696,Zm00001d012532,8,176203819,176207127,+,161.73790502172994
23697,Zm00001d043117,3,189693130,189698040,+,5.584059173441949
23698,Zm00001d025360,10,115526038,115526965,-,16.5371252293461
23699,Zm00001d013992,5,27756852,27760173,+,7.356947597475595
23700,Zm00001d036485,6,90311422,90317336,-,0.17369821158054538
23701,Zm00001d039014,6,168713526,168714450,+,46.06755258118393
23702,Zm00001d011721,8,159899427,159902796,-,2.825829450180749
23703,Zm00001d022485,7,178566132,178577476,+,8.227455880559393
23704,Zm00001d005442,2,174337142,174340895,+,8.75336279506098
23705,Zm00001d044124,3,219881371,219884342,-,0.5746781445494941
23706,Zm00001d047751,9,140864095,140865157,-,0.0014201904166850818
23707,Zm00001d040202,3,31827896,31838331,+,6915.1539884007625
23708,Zm00001d045859,9,44202946,44204954,+,0.23908804777685924
23709,Zm00001d018662,7,2097869,2098352,-,890.9076620397211
23710,Zm00001d004535,2,116870369,116872330,+,1.1226154166667341e-05
23711,Zm00001d038721,6,163339215,163339791,+,3.125147194491841
23712,Zm00001d019396,7,31777355,31778098,+,8.04674537398247
23713,Zm00001d011967,8,165304522,165309412,+,2.8092498734248625
23714,Zm00001d052245,4,184611230,184665800,+,37.464071221422564
23715,Zm00001d013838,5,22093502,22101320,-,20.72469198578921
23716,Zm00001d046784,9,105916517,105918534,+,0.016097183996436986
23717,Zm00001d044784,9,2338737,2340265,+,2.124751439523628
23718,Zm00001d012606,8,177094097,177095459,-,10.614378111719413
23719,Zm00001d047354,9,127348750,127350991,-,191.60680575953953
23720,Zm00001d016131,5,145812492,145818458,-,3.858773760090823
23721,Zm00001d036278,6,81479563,81481649,-,0.02979953110025464
23722,Zm00001d052258,4,185024999,185026943,-,1.1101891060188704
23723,Zm00001d049352,4,27728518,27729157,-,0.0002863471141078749
23724,Zm00001d034167,1,285649807,285652788,-,2.4689608012140725
23725,Zm00001d032939,1,244122164,244125272,-,22.48838835646713
23726,Zm00001d005407,2,173082254,173089865,-,0.000514159457746833
23727,Zm00001d023522,10,8661498,8662677,-,1.1492244672510916
23728,Zm00001d042738,3,178550427,178559208,+,2.4392473378140687
23729,Zm00001d014584,5,54409045,54417108,-,0.15865347903772994
23730,Zm00001d029921,1,94473956,94476161,+,3.445638969204316
23731,Zm00001d019221,7,22479857,22482105,+,1742.4180980554133
23732,Zm00001d032327,1,222598413,222601277,-,9.810217341450302
23733,Zm00001d017575,5,200157731,200159935,-,43.74287738651347
23734,Zm00001d027713,1,11783330,11784682,+,0.044244139936874226
23735,Zm00001d005398,2,172424707,172428645,+,0.10570596130401831
23736,Zm00001d026070,10,137651411,137671484,-,42.97736454521008
23737,Zm00001d035903,6,59081484,59082159,-,0.16850429427082297
23738,Zm00001d035048,6,3086729,3108794,-,30.953952562384497
23739,Zm00001d005519,2,177086344,177087920,-,0.0
23740,Zm00001d051438,4,158511586,158522751,+,34.461629943599604
23741,Zm00001d005328,2,169705295,169710634,+,3.468063487335413
23742,Zm00001d026553,10,148036663,148039343,-,0.012938757385103666
23743,Zm00001d049137,4,17363433,17365815,+,0.09820218858798418
23744,Zm00001d011042,8,137263198,137264292,+,0.0
23745,Zm00001d051875,4,173015129,173019365,-,1.027381419800008
23746,Zm00001d034743,1,301100249,301100906,+,5.971971113554222e-05
23747,Zm00001d048079,9,149449794,149452163,-,0.0005402730765709497
23748,Zm00001d027864,1,15692719,15693088,-,0.8793232641048705
23749,Zm00001d005449,2,174547875,174550578,-,0.03478076083640413
23750,Zm00001d006319,2,204432498,204451772,-,0.03163131888595803
23751,Zm00001d033526,1,265611151,265613835,+,2.9435249412848252
23752,Zm00001d053798,4,241317347,241322396,-,26.894008673841284
23753,Zm00001d031458,1,190927318,190930337,-,1.7097552315286504e-07
23754,Zm00001d038548,6,159741948,159745380,+,0.027881634759406814
23755,Zm00001d034771,1,301729870,301734996,-,36.13357774387331
23756,Zm00001d028555,1,38997818,38998295,+,3193.09087949118
23757,Zm00001d049922,4,52871510,52875407,-,117.56742262595348
23758,Zm00001d048561,9,158743477,158744834,+,137.2724652828253
23759,Zm00001d025005,10,99217385,99219471,-,2.5424801515517044
23760,Zm00001d038552,6,159770091,159772070,+,4.7125277887455095
23761,Zm00001d037981,6,144086687,144129140,-,1.7080953761238686
23762,Zm00001d040117,3,28234384,28236975,-,16.115477226874095
23763,Zm00001d041388,3,115343734,115344600,-,4.046424010533938e-05
23764,Zm00001d024735,10,85695715,85696928,+,0.24975223310324396
23765,Zm00001d040628,3,55023820,55026070,+,4.2736713910340205
23766,Zm00001d015885,5,128940471,128944793,-,0.005047284251111681
23767,Zm00001d030703,1,154504024,154504920,+,0.00012110095984403747
23768,Zm00001d050063,4,63443249,63444701,+,27.05236098988988
23769,Zm00001d053652,4,238238006,238241649,+,73.04048058868027
23770,Zm00001d034588,1,297243181,297244057,-,97.8703953482531
23771,Zm00001d031495,1,191994765,191996827,+,3.2817407167914245
23772,Zm00001d010195,8,103505230,103510959,+,10.524905038219323
23773,Zm00001d033147,1,252107994,252110630,+,6862.502357524911
23774,Zm00001d012377,8,173216080,173217118,-,0.00438906802114653
23775,Zm00001d001932,2,3093087,3096658,-,202.43137300277877
23776,Zm00001d015533,5,96259227,96260725,-,0.009152294650072331
23777,Zm00001d016143,5,146521866,146522481,+,0.09493621855883826
23778,Zm00001d003289,2,38818380,38832276,-,0.16072272022897244
23779,Zm00001d018144,5,215392663,215396576,-,5.813394115798836
23780,Zm00001d007578,2,235102488,235120267,-,0.009580996894599883
23781,Zm00001d040100,3,27425352,27426229,-,3.2244202664793784
23782,Zm00001d021896,7,165562003,165564067,-,0.3261811705748189
23783,Zm00001d038974,6,168033168,168037377,-,0.42569749166060544
23784,Zm00001d033612,1,268595954,268596485,-,0.03247976502085199
23785,Zm00001d039408,3,3618711,3619434,-,47.46408415732342
23786,Zm00001d019356,7,29463118,29465998,-,1.035419611251095
23787,Zm00001d015798,5,121139510,121146584,+,8.846673949582646
23788,Zm00001d016276,5,155336753,155338487,+,464.1505452947382
23789,Zm00001d017209,5,188988385,188992609,+,1.1225487646612373
23790,Zm00001d043823,3,210982278,210987428,-,0.0
23791,Zm00001d011508,8,152860260,152861934,-,0.0
23792,Zm00001d046272,9,77369310,77373248,+,0.36339320841685924
23793,Zm00001d007516,2,233645460,233646386,+,0.9653474652105789
23794,Zm00001d016854,5,178387671,178394346,+,83.95422195261435
23795,Zm00001d047236,9,123538204,123542793,-,0.46194620868179476
23796,Zm00001d019365,7,29973891,29976259,-,0.27459196825348
23797,Zm00001d049496,4,32405196,32411219,-,471.3219960065437
23798,Zm00001d027862,1,15669004,15673015,-,0.0020610677325075197
23799,Zm00001d032784,1,238041003,238043016,+,0.0018206888343159928
23800,Zm00001d047105,9,118775846,118783432,-,0.9303860826676975
23801,Zm00001d034853,1,303814427,303823171,-,86.85823969459723
23802,Zm00001d021564,7,156178437,156179268,+,3.500494952073048
23803,Zm00001d002671,2,18894010,18895354,-,5.284511619469058
23804,Zm00001d022582,7,180322969,180325453,-,19.978661824828052
23805,Zm00001d045466,9,23231200,23233426,-,10.812408236077522
23806,Zm00001d049894,4,51237426,51281194,+,57.31439524749517
23807,Zm00001d045520,9,25265648,25267237,-,1541.0082800084865
23808,Zm00001d036824,6,102772246,102773789,-,0.0
23809,Zm00001d012778,8,180736473,180739111,+,0.0022724029326890416
23810,Zm00001d053348,4,227078337,227081827,+,9.545076896585117
23811,Zm00001d016995,5,182274145,182288499,+,2.3182894094832256
23812,Zm00001d031266,1,184358937,184359897,+,27.437484998625067
23813,Zm00001d042771,3,179264211,179265261,-,0.004838803655658803
23814,Zm00001d045948,9,48992564,49020996,+,29.66879290437352
23815,Zm00001d019815,7,64609479,64610001,+,0.8837298106748668
23816,Zm00001d032112,1,213424464,213434939,+,1.2105925196614429
23817,Zm00001d042554,3,171649263,171650446,+,0.06989631197643281
23818,Zm00001d021974,7,167389021,167392907,-,5.755478310606096
23819,Zm00001d025155,10,106822940,106826054,+,1.2453429107621983e-06
23820,Zm00001d021777,7,162864816,162867072,-,4.69408266548799
23821,Zm00001d030796,1,160087364,160092610,-,3.485877423454087
23822,Zm00001d028711,1,43908552,43911257,-,18.307250904829452
23823,Zm00001d003356,2,41420699,41432968,+,34.08872747312421
23824,Zm00001d038382,6,156005019,156005586,-,1268.1985918952382
23825,Zm00001d019062,7,14880510,14886995,+,2220.831530063497
23826,Zm00001d033646,1,269551594,269556064,-,65.26223189759122
23827,Zm00001d034026,1,281457370,281458003,-,7.61839208002282
23828,Zm00001d024676,10,83290723,83291829,+,20253.293454560087
23829,Zm00001d003287,2,38811049,38812608,+,73.14521596617338
23830,Zm00001d051057,4,139249913,139270422,-,2.237765174064647
23831,Zm00001d047834,9,142795902,142800053,+,5.342395895704387
23832,Zm00001d032224,1,217877923,217882338,+,7.86320019137147
23833,Zm00001d018104,5,214355540,214357266,-,11.735126655763192
23834,Zm00001d047926,9,145565304,145566126,+,0.0
23835,Zm00001d027655,1,10257666,10258752,+,16.819855981419035
23836,Zm00001d037318,6,120776998,120779225,-,69.84969680694111
23837,Zm00001d014998,5,71503071,71509439,-,15.844859676729847
23838,Zm00001d001913,2,2799860,2803017,+,14078.978997536784
23839,Zm00001d003578,2,48812143,48818283,-,2.0768829487160604e-05
23840,Zm00001d047533,9,134025004,134027671,-,27.275827820225174
23841,Zm00001d049933,4,53889725,53891170,-,2120.6055937231363
23842,Zm00001d016519,5,165895166,165900404,+,19.281633192841078
23843,Zm00001d037944,6,142972363,142974711,+,0.015943848734406085
23844,Zm00001d014106,5,32765015,32766133,-,0.0
23845,Zm00001d018508,5,222085924,222086662,+,13.380562425402054
23846,Zm00001d006546,2,210729995,210736360,-,4.110006209596207e-06
23847,Zm00001d045283,9,17935945,17939379,+,0.061279275636365774
23848,Zm00001d004325,2,103313352,103316122,+,0.0001520775540476796
23849,Zm00001d002815,2,23483485,23484612,-,4237.551703789899
23850,Zm00001d022182,7,172163385,172170413,-,5.163686705825236
23851,Zm00001d014091,5,32000784,32004388,-,1.5592545409795848
23852,Zm00001d017173,5,187964270,187964930,-,0.04437245829841857
23853,Zm00001d008631,8,15272220,15287303,+,0.19039980078873248
23854,Zm00001d040715,3,59746542,59746863,-,0.2978571925207545
23855,Zm00001d049196,4,20093744,20095181,+,0.14140398937459683
23856,Zm00001d052424,4,189733492,189734148,+,2.9683671387825883
23857,Zm00001d017502,5,197722482,197728745,-,168.1785030279688
23858,Zm00001d046043,9,58425668,58426040,+,0.0
23859,Zm00001d047686,9,139334832,139337705,-,4.584896322524543e-06
23860,Zm00001d040026,3,23369522,23371202,-,169.75931446908479
23861,Zm00001d047739,9,140341311,140361205,+,14.0040408235647
23862,Zm00001d030408,1,130193508,130194335,-,0.0
23863,Zm00001d028271,1,28753745,28755604,+,0.0014682848580030283
23864,Zm00001d013375,5,9990722,9994848,-,3.4659525376062916
23865,Zm00001d004877,2,145962313,145989846,-,0.9020024222150356
23866,Zm00001d015363,5,86312925,86314650,-,3.2118311151250847
23867,Zm00001d002856,2,24825536,24826490,+,37.17692120731393
23868,Zm00001d026441,10,145902091,145902805,+,3.6193194752345224
23869,Zm00001d052684,4,197342658,197344357,+,1751.8808626786458
23870,Zm00001d010699,8,124955990,124956281,+,310.5144858488292
23871,Zm00001d013568,5,14451039,14451980,-,1499175.602979006
23872,Zm00001d029688,1,82827140,82831219,-,127.59885437530501
23873,Zm00001d008674,8,16864594,16879386,+,9.273480194574479e-05
23874,Zm00001d004052,2,79610944,79613138,+,1807.493382552795
23875,Zm00001d052999,4,208285886,208290380,+,0.39714347398843647
23876,Zm00001d013562,5,14369069,14370924,-,0.0
23877,Zm00001d012619,8,177291733,177295258,+,0.05008029489194502
23878,Zm00001d041918,3,143615484,143625037,-,7.51049326094412
23879,Zm00001d036494,6,90506220,90511243,+,60.80068359803227
23880,Zm00001d022547,7,179784947,179788293,-,0.3308626605038603
23881,Zm00001d037574,6,130069347,130069875,-,17.767937159635153
23882,Zm00001d010129,8,100614217,100628152,+,0.015250831622147671
23883,Zm00001d023696,10,15886686,15888457,+,0.0006118319821217141
23884,Zm00001d020354,7,108647138,108649095,-,218.2652884560115
23885,Zm00001d028361,1,32068551,32072460,-,11.404903691926707
23886,Zm00001d003836,2,61532096,61537459,-,2.820165456439005
23887,Zm00001d021324,7,148944180,148945515,+,1.199331459971561
23888,Zm00001d033421,1,262588024,262589296,-,81.0342493712723
23889,Zm00001d034948,1,306476630,306490356,+,0.8223084485731744
23890,Zm00001d036061,6,69631781,69632228,-,0.0
23891,Zm00001d022578,7,180302829,180308365,+,3.714552422285294
23892,Zm00001d052050,4,177643200,177655799,-,69.14906902127483
23893,Zm00001d030532,1,142193025,142194949,+,56.934995463480234
23894,Zm00001d054004,4,245028337,245031545,-,0.038648688015706194
23895,Zm00001d047373,9,128051620,128058240,+,25.954923255775995
23896,Zm00001d023886,10,26309771,26314253,-,0.009443291558056713
23897,Zm00001d044628,3,233531988,233535625,+,0.4147484827917036
23898,Zm00001d012552,8,176491831,176494914,-,0.008658353375373655
23899,Zm00001d010152,8,101638346,101645644,+,14.616098130792867
23900,Zm00001d031533,1,193316762,193318712,+,0.20662058915672793
23901,Zm00001d043804,3,210576076,210578478,+,0.16361948475538762
23902,Zm00001d006629,2,212952451,212953621,+,14.499810567189646
23903,Zm00001d022271,7,174024397,174025435,-,86.43967652771447
23904,Zm00001d044206,3,221890786,221897037,+,1.3602396770375542e-06
23905,Zm00001d051311,4,152981646,152984338,+,9.822883511989158e-05
23906,Zm00001d035844,6,55321292,55329245,+,7.289277352387051
23907,Zm00001d006562,2,210984966,210987670,-,3.550867402037858
23908,Zm00001d033296,1,257976127,257981309,+,62.76288397615387
23909,Zm00001d053711,4,239670497,239671261,+,0.0007212243613794944
23910,Zm00001d018604,7,627881,630942,+,8.497058499116646
23911,Zm00001d025192,10,108463403,108464916,+,0.18587649621229685
23912,Zm00001d012971,5,2560595,2569361,+,1.0287774772243167e-06
23913,Zm00001d004019,2,76032745,76036570,+,11.575689924261743
23914,Zm00001d007882,2,241672969,241675483,-,4.921669040500157
23915,Zm00001d034496,1,294666400,294669418,+,0.058633109049877376
23916,Zm00001d052431,4,189828210,189829629,+,0.0003667099802025714
23917,Zm00001d048007,9,147855947,147861093,+,37.44859914116442
23918,Zm00001d052637,4,195493983,195495108,+,0.7661576381067685
23919,Zm00001d025142,10,106377767,106379081,-,9.603030819045276
23920,Zm00001d012818,5,845039,846051,+,1.037620575140911
23921,Zm00001d027604,1,8820125,8820398,-,0.0269379726509375
23922,Zm00001d008600,8,14146759,14152703,+,13.450384539876115
23923,Zm00001d018692,7,2684019,2685501,+,0.008674941944776967
23924,Zm00001d038584,6,160527295,160527928,-,0.760720991830016
23925,Zm00001d044998,9,9672539,9673207,+,0.002793094243086806
23926,Zm00001d030657,1,151227741,151230046,-,24.788861137632406
23927,Zm00001d016745,5,174793227,174794175,+,45.01332018232686
23928,Zm00001d045787,9,39200666,39206036,+,0.0013041098546210453
23929,Zm00001d033817,1,274655817,274685594,+,43.6348304653665
23930,Zm00001d051268,4,151295169,151303295,+,12.468217007000748
23931,Zm00001d029181,1,61371987,61377181,-,0.006601398504655213
23932,Zm00001d009361,8,59482316,59484365,-,2.617784881655085
23933,Zm00001d045707,9,34556575,34571335,+,1.654421154000294e-07
23934,Zm00001d014878,5,66786562,66788845,+,0.13702363113990665
23935,Zm00001d016440,5,162360627,162373954,-,4.787995716024982
23936,Zm00001d044808,9,3063953,3065189,-,7.05772394492804
23937,Zm00001d033318,1,258854603,258874451,+,2.2296533274071884
23938,Zm00001d045898,9,46375396,46376806,+,0.0004342242951260297
23939,Zm00001d013468,5,12327594,12329627,-,30.432042035581887
23940,Zm00001d010221,8,104638258,104640544,+,0.01830645379570126
23941,Zm00001d005789,2,188710661,188711219,+,1930.4063934239346
23942,Zm00001d053268,4,223286477,223317315,-,0.07528664396009863
23943,Zm00001d005552,2,178280695,178281362,-,0.12166772460556502
23944,Zm00001d029075,1,57258182,57259499,+,885.151461186196
23945,Zm00001d021379,7,150380280,150388648,-,10.378681259247289
23946,Zm00001d029529,1,74918080,74921222,+,181.1469282242132
23947,Zm00001d007945,2,243752221,243771474,+,5.66634408032879
23948,Zm00001d053011,4,208898898,208906294,-,1.3243333497750498
23949,Zm00001d043834,3,211155658,211160136,-,115.2403085189815
23950,Zm00001d051703,4,167221260,167223549,-,0.34457518380816665
23951,Zm00001d011976,8,165537101,165541804,+,3.8701186639198633
23952,Zm00001d035933,6,61046504,61053692,-,9.992469772369924
23953,Zm00001d017889,5,209652198,209653828,+,0.37350512366753685
23954,Zm00001d015335,5,85073940,85074776,-,0.23326813157903947
23955,Zm00001d007616,2,236348382,236350369,+,1.7435290974379707
23956,Zm00001d046292,9,78537230,78537959,-,0.9831319822346894
23957,Zm00001d033383,1,261132561,261138355,-,403.03763333349946
23958,Zm00001d034953,1,306556125,306556740,-,0.0013253676093177142
23959,Zm00001d013845,5,22389217,22414978,-,104.59430622893093
23960,Zm00001d022552,7,179890914,179891517,-,12.385865306672843
23961,Zm00001d030279,1,118603235,118603761,+,18.8127989252652
23962,Zm00001d029417,1,69624780,69628628,-,0.3705223862838137
23963,Zm00001d005486,2,175613562,175616820,-,0.0004923537035949854
23964,Zm00001d052306,4,186584217,186599725,+,23.24550538011668
23965,Zm00001d016095,5,144342409,144347442,+,0.049436554855615725
23966,Zm00001d037520,6,128035071,128035341,-,0.0
23967,Zm00001d043288,3,194540663,194547494,-,2.8657859613062038
23968,Zm00001d052249,4,184733718,184734402,+,0.0038186560706185606
23969,Zm00001d021994,7,167660026,167662921,+,4.208513034662174e-05
23970,Zm00001d039929,3,19809737,19810514,+,6.6443455496580395
23971,Zm00001d011326,8,146725501,146726798,-,0.010848708888230314
23972,Zm00001d019507,7,38301953,38308175,-,1401.183458222624
23973,Zm00001d031337,1,186587647,186588628,+,0.002668272352272299
23974,Zm00001d047913,9,145088593,145088995,+,1189.581740960577
23975,Zm00001d025585,10,123203769,123205971,+,0.5398691916001341
23976,Zm00001d009187,8,41882073,41883336,+,3.312822781002864
23977,Zm00001d025884,10,132881661,132883539,-,0.002087919106124072
23978,Zm00001d002146,2,6773724,6776694,-,0.24930007969748114
23979,Zm00001d029034,1,55454317,55483990,+,13.246581405592334
23980,Zm00001d050330,4,81873701,81879578,+,16.60112985799521
23981,Zm00001d015482,5,92848175,92848523,+,9.442740445937183
23982,Zm00001d029634,1,80823366,80824177,+,0.0
23983,Zm00001d006701,2,214683528,214685193,+,23.911126452028725
23984,Zm00001d040875,3,74396972,74397350,-,0.18444078098694128
23985,Zm00001d023877,10,26072810,26076587,+,13.230181923185551
23986,Zm00001d005481,2,175588377,175590288,-,0.010151313819188781
23987,Zm00001d027810,1,14247873,14250263,-,97.26096079842748
23988,Zm00001d020428,7,113324753,113327914,+,0.424227934028891
23989,Zm00001d020163,7,96649993,96651375,-,5.733863471358911
23990,Zm00001d017660,5,203316621,203348078,-,4.083015064718724
23991,Zm00001d004234,2,94228543,94231577,+,0.00031503606441663087
23992,Zm00001d051815,4,170372566,170384504,-,1.355378847181482e-05
23993,Zm00001d003452,2,44831107,44832831,+,64.00406338184908
23994,Zm00001d038626,6,161183071,161183254,+,16149.817773096349
23995,Zm00001d032562,1,230560852,230563661,-,13.361771143014451
23996,Zm00001d003044,2,30142616,30148922,-,12.59171370753982
23997,Zm00001d019999,7,84021454,84033602,-,0.029030822104591302
23998,Zm00001d044921,9,7253980,7254973,-,5699.108896411267
23999,Zm00001d019241,7,23596265,23599745,-,5.0529798243050745
24000,Zm00001d034277,1,288351665,288353564,+,0.5394310261055981
24001,Zm00001d040362,3,40080594,40084385,+,0.6616444206045546
24002,Zm00001d043165,3,190401242,190404572,-,11.554038004718826
24003,Zm00001d044432,3,227759260,227773143,-,9.95766712812513
24004,Zm00001d029059,1,56743155,56747187,+,8.43409564079462
24005,Zm00001d039678,3,11696623,11701476,+,3.9169528778752905
24006,Zm00001d033731,1,272370662,272372249,-,0.0381076166793243
24007,Zm00001d013329,5,8762922,8764743,+,107.8806176918943
24008,Zm00001d011812,8,161927178,161929095,-,0.5152446025630228
24009,Zm00001d020904,7,136137123,136146235,+,9.753806491755209e-05
24010,Zm00001d017328,5,192930109,192930846,-,0.008668508535629596
24011,Zm00001d037826,6,138859801,138860473,+,0.2716611235823097
24012,Zm00001d037956,6,143537505,143539305,-,1.0086099394854362
24013,Zm00001d032678,1,233888693,233889880,-,0.00019510026578465654
24014,Zm00001d003139,2,33432819,33434209,-,0.19457272108786014
24015,Zm00001d046143,9,66886073,66886733,+,0.003380535569212972
24016,Zm00001d014098,5,32364752,32373491,-,0.03763942476892293
24017,Zm00001d027892,1,16843023,16848595,+,2.1063612233814557
24018,Zm00001d023608,10,11909370,11913564,-,3.34468476768734
24019,Zm00001d006751,2,215852702,215862377,-,16.24338063399983
24020,Zm00001d039975,3,21323158,21327454,-,0.5512048626238285
24021,Zm00001d047566,9,135786366,135793506,-,43.09806396517228
24022,Zm00001d054100,4,246461399,246464420,-,0.0
24023,Zm00001d037593,6,130757942,130781728,-,3.0467701453599623
24024,Zm00001d042710,3,177878273,177880772,+,0.00023970509931277645
24025,Zm00001d052129,4,180435544,180436378,-,0.23198361316444727
24026,Zm00001d053099,4,213559076,213566432,+,270.639970547278
24027,Zm00001d036660,6,96929398,96936549,-,0.028794723024032173
24028,Zm00001d023555,10,10114289,10116746,+,0.02031226024814294
24029,Zm00001d038355,6,155172015,155176200,+,4.551272563171672
24030,Zm00001d039144,6,171009262,171031047,+,39.712496528687886
24031,Zm00001d031818,1,202899614,202900464,+,0.06563191470669241
24032,Zm00001d049797,4,44981188,44985634,-,0.010620264483954993
24033,Zm00001d020618,7,125222885,125226156,-,10.162578631182784
24034,Zm00001d028540,1,38644814,38647346,-,1.2917476769138045
24035,Zm00001d050120,4,67367535,67368396,-,0.021909959561915788
24036,Zm00001d012049,8,167234278,167239072,+,42.0419020259506
24037,Zm00001d043929,3,214131858,214132767,+,54592.81777702229
24038,Zm00001d006535,2,210627212,210629965,-,5.31519088488024
24039,Zm00001d012604,8,177070568,177080643,-,1.1927236439418123
24040,Zm00001d014757,5,61803046,61803691,-,414.00993726258724
24041,Zm00001d052318,4,187010484,187013768,+,204.79091408196146
24042,Zm00001d007658,2,237084561,237085508,+,0.012110113613194468
