	gene	chromosome	position_left	position_right	Direction	Variance	Median
19353	Zm00001d024931	10	95541806	95543469	+	0.12918311412329367	0.0
19362	Zm00001d026620	10	149083030	149083450	+	0.37023693715207584	0.0
19365	Zm00001d026413	10	145391310	145392264	+	68.62420933741024	4.778684999999999
19377	Zm00001d024855	10	90671653	90682705	-	108.29011282054756	32.91845
19404	Zm00001d024900	10	93694880	93695192	-	130.77584824088353	2.11134
19451	Zm00001d026319	10	143558819	143563786	-	11.835007055442098	9.978825
19493	Zm00001d026651	10	149391977	149392502	+	104.72038361552455	20.8176
19506	Zm00001d025554	10	122304179	122309564	+	0.00688423604586672	0.0
19533	Zm00001d025985	10	135307123	135309001	-	0.12997186017228607	0.3553085
19550	Zm00001d024242	10	59229279	59230089	+	4253.637435669176	101.4865
19556	Zm00001d026189	10	140556884	140559471	+	1.5303175405598355	3.028865
19558	Zm00001d025614	10	123911242	123912298	-	0.06888638788576772	0.0
19577	Zm00001d026573	10	148202958	148206353	-	362.34609664816554	45.76845
19579	Zm00001d023212	10	315860	318148	+	0.005427901146541951	0.0
19586	Zm00001d026053	10	137213192	137213756	+	2.4043469458069904	0.630499
19596	Zm00001d023680	10	15095361	15098284	+	324.74128907093035	19.592950000000002
19601	Zm00001d024802	10	88718248	88718494	-	175.46110628437853	12.44285
19640	Zm00001d024790	10	88456371	88457198	-	0.033432103011548066	0.0
19645	Zm00001d025279	10	112313640	112325551	+	0.0916094048943936	0.22296850000000001
19661	Zm00001d026089	10	138139151	138145141	-	3.0664803360671904	5.448805
19663	Zm00001d023390	10	4418852	4420523	+	0.887872951848442	0.4897515
19668	Zm00001d025456	10	119082075	119083221	-	0.07080827939782662	0.0
19681	Zm00001d024629	10	81097553	81132124	-	0.0	0.0
19690	Zm00001d025866	10	132009296	132012863	+	344.17830455358853	64.98349999999999
19693	Zm00001d026457	10	146225847	146226322	-	2020.0945823788204	38.06525
19706	Zm00001d023784	10	20016630	20026092	-	4.09643407660975	6.021975
19709	Zm00001d025054	10	101809334	101815439	-	2.7553230611465232e-05	0.0
19711	Zm00001d025482	10	120131869	120132917	-	11.392553396266171	0.0
19722	Zm00001d025480	10	120107896	120111131	-	0.07904173876446681	0.3787405
19765	Zm00001d025594	10	123460359	123461574	+	0.0	0.0
19772	Zm00001d025646	10	124868055	124869592	-	0.015905463626937268	0.0
19785	Zm00001d026180	10	140449244	140450986	+	0.009673919908898054	0.0
19813	Zm00001d023491	10	7286762	7287893	-	0.0	0.0
19814	Zm00001d023982	10	34214273	34227047	+	0.013726504430053093	0.0
19825	Zm00001d023968	10	32563928	32567309	-	118.86777334940186	16.6196
19837	Zm00001d024112	10	46407304	46410671	+	1.1719720739553743e-05	0.0
19857	Zm00001d026067	10	137485443	137487821	-	2.630638635003535	1.95629
19879	Zm00001d024400	10	68966489	68969533	+	0.0001816985454103523	0.0
19901	Zm00001d024353	10	66260392	66261334	+	0.3160092707072094	0.257023
19902	Zm00001d026015	10	136050473	136050785	-	53981.401425116106	355.625
19903	Zm00001d024072	10	41643301	41644974	+	0.21237525168671162	0.05559889999999999
19915	Zm00001d026465	10	146390291	146400543	+	3.366188904159648	3.8192899999999996
19924	Zm00001d024408	10	69366564	69372020	-	39.681221481773285	19.83535
19925	Zm00001d025868	10	132094785	132098109	+	0.5267358898982946	0.9745415
19946	Zm00001d023548	10	9788865	9793987	+	0.00526584702286726	0.0
19947	Zm00001d024041	10	39073196	39078744	-	8.059159088179982	5.96488
19951	Zm00001d024038	10	38851988	38852621	-	0.002717164271877846	0.0
19967	Zm00001d023287	10	2216329	2217229	+	0.018855422347173956	0.0
19992	Zm00001d026401	10	145260378	145261316	+	1.187099463338545	0.5266085
20020	Zm00001d023928	10	28812918	28813636	-	5.677206534389453e-05	0.0
20033	Zm00001d026141	10	139551627	139551999	+	0.9650336257172538	0.0
20038	Zm00001d023565	10	10313564	10314782	-	179.50415720203773	11.89245
20076	Zm00001d025383	10	116602655	116605064	-	0.028764013426360667	0.08993125
20087	Zm00001d025724	10	127578164	127583188	+	0.16217889410215877	0.6773675
20106	Zm00001d025196	10	108536112	108539163	+	8.156775659394258e-06	0.0
20122	Zm00001d024541	10	77459849	77461526	+	2.558807859754352	1.048805
20123	Zm00001d026668	10	149652421	149656130	-	69.65398383590431	19.65965
20135	Zm00001d026438	10	145874105	145877597	+	0.19050590545194146	0.599361
20136	Zm00001d025024	10	100210115	100246420	+	7.212989717602194	8.06597
20141	Zm00001d023701	10	16193536	16195234	-	0.0	0.0
20144	Zm00001d025280	10	112501131	112504248	-	2.8394604431367197e-05	0.0
20183	Zm00001d023453	10	6068260	6068701	+	3.786082656707619	0.7854445000000001
20189	Zm00001d024613	10	80363188	80363784	-	0.0	0.0
20193	Zm00001d023946	10	30976715	30980257	-	1.3456900653817323	4.02475
20211	Zm00001d026513	10	147434125	147434913	-	15.175353942893581	6.67147
20212	Zm00001d025773	10	129108409	129115766	+	4215.911158864445	250.501
20214	Zm00001d025923	10	133837381	133838958	+	737.5125680082252	27.553350000000002
20220	Zm00001d023596	10	11356943	11358687	-	7.461502834753227	5.15887
20242	Zm00001d025967	10	134992931	134993567	+	236.78984265843533	6.72852
20253	Zm00001d026025	10	136295658	136298978	-	25.270039082077208	17.149900000000002
20258	Zm00001d025556	10	122310871	122313235	-	0.022054797945854923	0.0
20262	Zm00001d026629	10	149182622	149185920	+	3.095384616767903	3.2879699999999996
20264	Zm00001d026283	10	142760845	142765876	-	657.1293216787813	96.96600000000001
20273	Zm00001d023872	10	25807396	25807714	-	1.2583364205020346	0.42640599999999995
20280	Zm00001d025302	10	113389721	113398449	+	0.0	0.0
20285	Zm00001d025065	10	102399916	102404998	+	0.32712433208241554	0.510205
20292	Zm00001d023811	10	22869494	22870557	-	236.34224250319411	8.566870000000002
20310	Zm00001d026129	10	139294767	139298735	+	7.371889539866346	7.59005
20360	Zm00001d024175	10	53027194	53031460	-	0.08212940797158505	0.356117
20367	Zm00001d026000	10	135741658	135750296	+	17.926984625227327	8.982135
20375	Zm00001d023623	10	12556043	12556916	+	0.0019580732496024436	0.0
20429	Zm00001d023743	10	18413885	18414789	-	0.0	0.0
20434	Zm00001d025524	10	121268605	121272616	+	1.6383811842301608	0.9244764999999999
20435	Zm00001d025571	10	122637948	122641587	+	26.64104830767358	22.1254
20477	Zm00001d026559	10	148123200	148125066	-	191.05648697394915	45.62765
20506	Zm00001d023275	10	1973757	1978869	-	3.768840046815291e-07	0.0
20508	Zm00001d023315	10	2839605	2840552	+	0.004254746032867446	0.0
20522	Zm00001d023350	10	3915416	3916559	+	0.30389007778021104	0.0
20534	Zm00001d024068	10	41313162	41314896	-	0.12088783340568589	0.05617514999999999
20546	Zm00001d023232	10	969963	970797	-	2.9241958129162566	0.0
20550	Zm00001d024754	10	86460331	86461525	+	11599.66273708419	596.955
20650	Zm00001d023222	10	706723	712890	-	22.523208013214656	18.4336
20653	Zm00001d024479	10	73296506	73297376	-	0.33371307790907645	0.0
20659	Zm00001d023384	10	4335097	4336256	-	77.45929726201706	4.234965
20661	Zm00001d026689	10	150020462	150023661	+	9.147888527025694	9.172094999999999
20687	Zm00001d025900	10	133321692	133323074	-	64.67594688306421	8.08089
20691	Zm00001d023524	10	8725581	8728026	-	0.09372789738126891	0.385477
20712	Zm00001d025039	10	100998230	101000685	+	0.0027699184496450756	0.0
20737	Zm00001d024694	10	83916780	83937197	+	0.0010707012224721564	0.0
20743	Zm00001d025814	10	130349447	130350572	+	8.061715423913567	1.166235
20762	Zm00001d024798	10	88673506	88673767	-	7.146400731070528	0.7400535
20763	Zm00001d026672	10	149707695	149709357	+	1.0022346358763574	2.6840599999999997
20770	Zm00001d024457	10	71739146	71747481	+	4.2089386014825483e-07	0.0
20785	Zm00001d025236	10	110442774	110445367	-	1.6344593798554177	3.245605
20835	Zm00001d025446	10	118852747	118859926	-	0.12048308593401623	0.551601
20851	Zm00001d023417	10	5085687	5087058	+	0.6299853646164033	0.5754865
20853	Zm00001d024496	10	74143122	74144266	+	0.041010722138696554	0.0
20854	Zm00001d025316	10	114024328	114025411	+	17.460053328004555	3.32672
20858	Zm00001d025778	10	129394472	129395380	-	0.0001443148593355613	0.0
20914	Zm00001d025917	10	133750730	133751762	+	125.41750252720654	9.155985
20927	Zm00001d025248	10	110942552	110949898	-	1.707706672622106e-06	0.0
20961	Zm00001d025130	10	105692425	105720443	-	16.153756163993894	9.782464999999998
20962	Zm00001d026195	10	140696582	140704624	-	7.5007840073744285	4.693675
20990	Zm00001d025665	10	125373154	125379315	-	30.50668771124303	7.506915
20997	Zm00001d026119	10	138868867	138870806	+	28.64576572521596	13.7531
21000	Zm00001d023561	10	10261775	10264953	-	0.01309814282780468	0.0
21006	Zm00001d024396	10	68741026	68747136	-	0.016442341565472283	0.174708
21030	Zm00001d026029	10	136369631	136369946	-	214.30766700957736	14.7304
21045	Zm00001d025628	10	124513573	124517653	+	35.994919292591476	16.640700000000002
21049	Zm00001d023395	10	4672325	4673327	-	29836.97824034244	323.1505
21057	Zm00001d024468	10	72229234	72232453	-	4.990197951850023	9.888145
21070	Zm00001d024713	10	84560054	84568649	-	29.158247788089746	0.9000780000000002
21087	Zm00001d026142	10	139553051	139554813	-	0.021142132308010975	0.0
21097	Zm00001d024114	10	46726589	46728177	+	0.0	0.0
21128	Zm00001d025221	10	109828650	109831426	-	18.23683867958725	0.4531
21191	Zm00001d023627	10	12723825	12724858	-	0.001697881000159431	0.0
21203	Zm00001d026482	10	146768167	146769071	-	0.0	0.0
21213	Zm00001d025714	10	127160288	127165558	-	24.469616720889235	23.84815
21228	Zm00001d025818	10	130620784	130623971	+	2.746001547326122	2.63523
21239	Zm00001d023282	10	2048297	2049531	+	29.902793834072984	7.40718
21264	Zm00001d026590	10	148523745	148532791	-	5.604137842741669	5.79177
21276	Zm00001d024895	10	93457809	93460137	-	0.0007071596922735145	1.1424449999999997e-126
21288	Zm00001d026019	10	136223081	136227424	+	0.0472860545986651	0.0669896
21329	Zm00001d023975	10	33368055	33370549	+	0.007295344883692052	0.0
21333	Zm00001d024268	10	60226178	60228837	+	16.018728514077512	6.737395
21336	Zm00001d025378	10	116406062	116406449	-	0.00023673461389490808	0.0
21342	Zm00001d023552	10	9848877	9850164	-	29.882041875727666	2.17065
21346	Zm00001d026105	10	138554358	138566572	-	0.0002826888450561821	0.0
21360	Zm00001d023916	10	28180537	28181374	+	1.1215764472496326	0.0
21365	Zm00001d025911	10	133607599	133612629	+	6.102943655744081	4.37651
21394	Zm00001d023259	10	1504629	1506354	+	4.99921806391331	6.384835
21397	Zm00001d024357	10	66571405	66571900	+	270.5165501083944	27.3712
21405	Zm00001d025017	10	99817485	99819538	-	0.30024373978655045	0.0
21410	Zm00001d025701	10	126776579	126778346	-	0.0002153431993455652	0.0
21426	Zm00001d023735	10	17919268	17922752	+	2373.4133964977223	160.49599999999998
21435	Zm00001d024662	10	82550204	82553263	+	0.2821003711668523	0.0
21449	Zm00001d024523	10	75993827	76002912	-	90.2050369449738	36.2622
21455	Zm00001d025799	10	129941665	129946475	+	5.897147643487003	1.9717950000000002
21479	Zm00001d023816	10	23315368	23318262	+	1.4599766906297118e-06	0.0
21504	Zm00001d026252	10	142052894	142054459	+	437.531281469898	20.1664
21507	Zm00001d026282	10	142759485	142759971	+	31769.13122958094	105.55799999999999
21524	Zm00001d026695	10	150135231	150143184	+	188.46555905303765	28.2706
21529	Zm00001d024574	10	78836367	78838011	-	43.38039444870016	3.328825
21550	Zm00001d026690	10	150050329	150051860	+	315.9674578454108	65.83109999999999
21553	Zm00001d024167	10	52066137	52067673	+	0.03162258011411091	0.0
21561	Zm00001d025082	10	102925322	102930804	+	15.750045087495955	7.121875
21591	Zm00001d023838	10	23887313	23897377	-	8.52616527655615	10.2712
21592	Zm00001d023909	10	27559898	27560748	-	1.050022546884957e-05	0.0
21605	Zm00001d023646	10	13500283	13504618	+	0.06107075592241478	0.34845950000000003
21611	Zm00001d025331	10	114363844	114370019	-	0.933875755075967	0.246647
21617	Zm00001d025394	10	116792122	116794259	+	0.00042372431653585633	0.0
21629	Zm00001d023475	10	6852982	6859586	-	0.0	0.0
21641	Zm00001d023601	10	11489754	11502863	-	2.649719799237023	0.7385805000000001
21642	Zm00001d026004	10	135832419	135834891	+	0.08239176078318579	0.21830900000000003
21659	Zm00001d026111	10	138699396	138708217	+	14.60532582078769	9.03265
21666	Zm00001d023905	10	27382709	27384880	-	0.0	0.0
21674	Zm00001d026486	10	146894286	146895167	+	3.3976680751428305	1.80876
21685	Zm00001d024757	10	86553757	86554777	+	6.15836019128661	2.16466
21690	Zm00001d024193	10	54920197	54922076	-	0.015282666111928305	0.0
21725	Zm00001d023510	10	8017876	8030334	+	160.2877112563933	35.1595
21733	Zm00001d024445	10	71064290	71064710	-	0.0002975185066690003	0.0
21738	Zm00001d025926	10	133898723	133900553	-	0.006586181787457449	0.0
21744	Zm00001d026130	10	139299511	139303908	-	0.9505198581468433	1.946545
21756	Zm00001d024596	10	79830934	79838588	-	2.3718397013826644	3.2292899999999998
21769	Zm00001d025753	10	128400711	128402032	-	91.28352848027009	4.30997
21771	Zm00001d025744	10	128262644	128262956	+	0.031559484895433164	0.0
21788	Zm00001d025610	10	123859062	123860436	+	0.0025920094199022004	0.0
21819	Zm00001d025862	10	131802311	131805026	+	3.8980025881193625	4.56686
21825	Zm00001d025289	10	112746455	112748292	-	0.5877021987527812	0.09053839999999999
21839	Zm00001d025592	10	123434218	123435436	-	0.00016041018687990485	0.0
21872	Zm00001d026226	10	141464987	141465430	-	0.0	0.0
21875	Zm00001d023868	10	25595489	25600235	-	1.9106890899983517	4.647505
21877	Zm00001d024671	10	83032419	83036654	-	0.08221067785749467	0.17170600000000003
21883	Zm00001d025746	10	128270579	128272580	+	3.0210627449886296	5.68909
21889	Zm00001d023650	10	13640706	13642581	+	52.42157946942443	28.22635
21894	Zm00001d026632	10	149192882	149193680	-	39410.32526580424	183.0155
21906	Zm00001d025418	10	118049166	118051288	+	1.8574690178178448	1.360255
21921	Zm00001d026090	10	138156323	138156905	+	2.5046819539686586e-05	0.0
21931	Zm00001d025389	10	116719902	116722089	-	10.454933117169773	2.9346550000000002
21932	Zm00001d025823	10	130739137	130741408	-	5.973121020165605	0.7978529999999999
21948	Zm00001d026614	10	148995155	149000603	+	5.141550806785321	6.080945
22011	Zm00001d024706	10	84371567	84374081	+	0.006792070997123034	0.0
22014	Zm00001d025025	10	100278427	100281818	-	81.68933131232517	23.8887
22028	Zm00001d024441	10	70869051	70869823	+	0.0025178134841061482	0.0
22041	Zm00001d024666	10	82752113	82754297	+	5.3632079967026	0.0
22052	Zm00001d026425	10	145556563	145561470	-	68.40450180697727	23.933950000000003
22061	Zm00001d025234	10	110338607	110344763	+	8.389561462811912	3.750615
22074	Zm00001d024317	10	63998481	64015910	-	5.298769201512309	1.3526500000000001
22076	Zm00001d023755	10	18801300	18806508	-	0.010585546637390728	0.0
22086	Zm00001d025048	10	101561344	101582556	-	1.9965234364440712	5.681405
22087	Zm00001d024540	10	77144190	77149860	-	13.208329637785173	16.881
22102	Zm00001d024772	10	87301612	87302477	+	1.2544779272450783	1.1280100000000002
22133	Zm00001d024013	10	36890849	36892262	-	0.11487158018683037	0.0
22140	Zm00001d024745	10	85907864	85909124	-	0.7673416793456552	0.394166
22210	Zm00001d024906	10	94248546	94249743	-	28.20627295287685	12.7863
22215	Zm00001d025070	10	102496620	102496953	+	0.042469818909255566	0.0
22218	Zm00001d025761	10	128644588	128648111	-	16.554252097711036	5.06448
22226	Zm00001d025174	10	107649553	107658355	-	0.7589877714829704	0.3581805
22228	Zm00001d024947	10	96358473	96363316	-	0.3142883842062671	1.2601200000000001
22243	Zm00001d026520	10	147481258	147481886	+	0.14143346395872355	0.0
22247	Zm00001d024876	10	91818585	91820109	-	0.37241301995352477	1.511965
22262	Zm00001d025663	10	125363944	125369623	-	18.80149853210193	13.3916
22274	Zm00001d023351	10	3949444	3952239	-	0.008785240876942973	0.0
22284	Zm00001d025733	10	127881515	127887702	-	6.730776786505571e-06	0.0
22294	Zm00001d026076	10	137837685	137839407	-	0.22009399601295399	0.41364449999999997
22295	Zm00001d026260	10	142285581	142291449	+	5.5381578285066215	7.85427
22302	Zm00001d025576	10	122835504	122836158	-	4.06502041540828	1.1042
22342	Zm00001d026684	10	149857631	149859149	+	2.487925171858785	2.6273799999999996
22345	Zm00001d026493	10	147113270	147114086	+	0.4737061296424441	1.75894e-06
22368	Zm00001d025721	10	127518802	127520726	-	17.014980278312958	13.017399999999999
22421	Zm00001d024210	10	56611719	56614911	-	425.5432753549702	0.882468
22427	Zm00001d026326	10	143599139	143600834	-	23.610964103398796	15.1194
22431	Zm00001d026159	10	140033773	140034453	+	0.0067799907136657945	0.0
22438	Zm00001d023803	10	22288414	22289467	+	0.7625131915756648	0.5980325
22446	Zm00001d024537	10	76953147	76954023	+	49.97871489516458	2.919685
22454	Zm00001d024423	10	70399873	70412898	+	0.346169195247351	1.129015
22483	Zm00001d025240	10	110657181	110663551	+	209.78624595776853	65.9255
22484	Zm00001d025397	10	116910280	116918062	-	5.436227151252798	5.553015
22547	Zm00001d024270	10	60598910	60606190	+	16.147963735803962	16.24875
22551	Zm00001d026289	10	142956462	142961794	-	4.50463205225992	6.806965
22576	Zm00001d026431	10	145720479	145722209	-	10.180750120784785	2.854025
22587	Zm00001d023348	10	3878934	3879360	-	0.2152433316942241	0.0
22594	Zm00001d023530	10	8784874	8791186	-	0.10600943225165368	0.7773165
22596	Zm00001d024352	10	66206139	66207648	+	0.13075334563398863	0.2293985
22629	Zm00001d025164	10	107134655	107135323	+	0.01346512485142561	0.0
22642	Zm00001d025369	10	115865913	115869725	+	1.273947111313497	2.2835
22648	Zm00001d023225	10	826371	828398	-	32.20743723553703	12.2463
22651	Zm00001d023657	10	13783361	13783674	-	0.0	0.0
22670	Zm00001d023833	10	23764458	23769933	-	242.4437310305441	58.8566
22671	Zm00001d026359	10	144198483	144208442	-	3.9007675256697096	6.478785
22704	Zm00001d026605	10	148895981	148898783	-	3.454564548776812	1.8883899999999998
22719	Zm00001d025199	10	108609858	108611603	+	7.324157870100852	4.3962699999999995
22736	Zm00001d024127	10	48093266	48096507	+	26.119855408100698	3.26937e-06
22740	Zm00001d025606	10	123713805	123715341	-	0.0	0.0
22753	Zm00001d025453	10	119060826	119068182	-	73.89210721764123	20.830199999999998
22760	Zm00001d023669	10	14594252	14595531	+	416.1511566524017	15.9062
22796	Zm00001d025470	10	119884115	119893950	+	107.69365279389658	20.8464
22802	Zm00001d024094	10	44110304	44115719	+	1.1142321963535247	2.3315650000000003
22803	Zm00001d024680	10	83504139	83504892	-	6.716517378340205	1.2122600000000001
22817	Zm00001d025889	10	133103779	133106556	+	0.0389704944283179	0.0
22837	Zm00001d023692	10	15720537	15723750	+	12.425398650113836	16.95965
22874	Zm00001d024659	10	82482085	82482747	-	0.0006621881653134548	0.0
22877	Zm00001d025619	10	124227761	124229007	-	2940.5339458306817	127.1155
22878	Zm00001d023332	10	3599570	3601619	+	1.8030740481935963	0.430614
22896	Zm00001d023687	10	15508332	15509761	-	0.007462108901630814	0.0
22908	Zm00001d023354	10	4003102	4005619	-	0.00031090503612366476	0.0
22918	Zm00001d025386	10	116623895	116625318	+	0.11853171904635564	0.0
22958	Zm00001d025855	10	131547300	131554470	-	13.469222505586009	3.48759
22987	Zm00001d023823	10	23484841	23488537	+	1.2399512640932176e-05	0.0
23006	Zm00001d026377	10	144637100	144640154	+	3.509579303159041	1.28743
23065	Zm00001d024179	10	53535371	53538235	+	0.26653527165175644	0.631286
23079	Zm00001d026137	10	139479814	139481556	-	215.00973491357215	15.52675
23111	Zm00001d024364	10	67007012	67012130	+	22.65179265176758	23.504649999999998
23137	Zm00001d023398	10	4725304	4726846	+	0.1574873036891477	0.20982
23138	Zm00001d024348	10	65976163	65985734	+	0.269398688806171	0.1960425
23139	Zm00001d026505	10	147307732	147308281	+	160.115038694662	10.956900000000001
23145	Zm00001d026102	10	138501197	138503041	+	7.2212686466602065	1.8507949999999997
23148	Zm00001d025959	10	134818604	134819660	-	11.326326045137023	3.610835
23185	Zm00001d025382	10	116549872	116550361	+	4713.831622430165	49.2701
23204	Zm00001d024064	10	40878587	40879085	-	0.011769328772330239	0.0
23242	Zm00001d024432	10	70727428	70729161	+	28.772225673017928	1.4283100000000002
23260	Zm00001d024325	10	64669621	64684686	-	1.2522050454771816	3.842345
23276	Zm00001d025978	10	135071545	135072448	-	2.0159660904763125e-05	0.0
23283	Zm00001d025503	10	120607073	120608219	+	6.921306674005397e-05	0.0
23290	Zm00001d026393	10	145126652	145131892	+	0.03852522289280771	0.12748500000000001
23316	Zm00001d023344	10	3840239	3855248	-	32448.526611507914	108.22800000000001
23334	Zm00001d023702	10	16194845	16195193	+	0.0	0.0
23346	Zm00001d026639	10	149258518	149261157	-	18.279018363327044	21.4328
23364	Zm00001d026133	10	139348685	139352143	+	0.0596697806300305	0.0
23370	Zm00001d026591	10	148626426	148628853	-	3.851726532607103	4.54307
23386	Zm00001d026587	10	148406794	148411190	-	4.295453411058018	9.23703
23392	Zm00001d023337	10	3651996	3660777	+	0.5688187843132344	1.32356
23404	Zm00001d026204	10	140872547	140874240	-	0.14076571451219408	0.2559675
23406	Zm00001d024928	10	95451162	95473347	-	0.4942536823217166	1.3719350000000001
23407	Zm00001d025391	10	116753272	116755702	+	0.0	0.0
23417	Zm00001d025010	10	99533912	99544932	-	22.533165335140993	13.45845
23422	Zm00001d025338	10	114698887	114700369	-	90.42628071482422	25.6334
23426	Zm00001d023570	10	10554845	10555370	+	102.24893594562533	7.502210000000001
23427	Zm00001d024105	10	45703238	45704101	-	119.6094863962437	22.89825
23445	Zm00001d024875	10	91796480	91798115	+	9.366059548082259	1.635125
23447	Zm00001d024450	10	71428955	71430173	+	4.722544620087304	2.276825
23456	Zm00001d024205	10	56256751	56275757	+	14.055525476603126	10.878250000000001
23457	Zm00001d024982	10	97882523	97885868	-	2.72711961498162	0.6420969999999999
23493	Zm00001d025375	10	116183301	116188328	-	1.3926510425166603	1.5778400000000001
23500	Zm00001d025321	10	114044722	114046949	+	0.0316962377292781	0.0
23521	Zm00001d025490	10	120429944	120430385	-	3.227745394780798	1.24146
23525	Zm00001d023458	10	6279772	6280198	-	0.0	0.0
23540	Zm00001d026476	10	146668144	146675537	+	148.6058278451741	31.7029
23551	Zm00001d025294	10	112973341	112984868	+	9.615347521826209	8.634705
23591	Zm00001d026707	10	150563288	150566748	-	0.000357078234056231	0.0
23602	Zm00001d023311	10	2743365	2754357	+	256.49963353710945	6.9373249999999995
23613	Zm00001d023933	10	29995807	29996959	+	8.64692037473486	5.548299999999999
23634	Zm00001d023303	10	2432324	2439208	+	22.866549962420976	1.9212950000000002
23681	Zm00001d023958	10	31990895	31994228	+	0.0006089913472377243	0.0
23686	Zm00001d023472	10	6821357	6828230	-	0.008059227331042147	0.06872845
23698	Zm00001d025360	10	115526038	115526965	-	16.5371252293461	1.0562
23727	Zm00001d023522	10	8661498	8662677	-	1.1492244672510916	0.6860504999999999
23736	Zm00001d026070	10	137651411	137671484	-	42.97736454521008	4.422965
23742	Zm00001d026553	10	148036663	148039343	-	0.012938757385103666	0.140215
23759	Zm00001d025005	10	99217385	99219471	-	2.5424801515517044	1.996545
23764	Zm00001d024735	10	85695715	85696928	+	0.24975223310324396	0.254525
23819	Zm00001d025155	10	106822940	106826054	+	1.2453429107621983e-06	0.0
23828	Zm00001d024676	10	83290723	83291829	+	20253.293454560087	144.27499999999998
23868	Zm00001d026441	10	145902091	145902805	+	3.6193194752345224	1.08751
23883	Zm00001d023696	10	15886686	15888457	+	0.0006118319821217141	0.0
23896	Zm00001d023886	10	26309771	26314253	-	0.009443291558056713	0.0
23911	Zm00001d025192	10	108463403	108464916	+	0.18587649621229685	0.0
23919	Zm00001d025142	10	106377767	106379081	-	9.603030819045276	0.0
23975	Zm00001d025585	10	123203769	123205971	+	0.5398691916001341	2.473455
23977	Zm00001d025884	10	132881661	132883539	-	0.002087919106124072	0.0
23985	Zm00001d023877	10	26072810	26076587	+	13.230181923185551	5.142194999999999
24018	Zm00001d023608	10	11909370	11913564	-	3.34468476768734	3.406225
24028	Zm00001d023555	10	10114289	10116746	+	0.02031226024814294	0.0
24056	Zm00001d023896	10	26772379	26775750	+	5.439075326171113	6.394655
24062	Zm00001d023949	10	31067360	31068835	+	0.0	0.0
24071	Zm00001d023229	10	896442	898875	+	0.01545922942876772	0.1536685
24086	Zm00001d023828	10	23696838	23697597	-	0.5503919688827911	0.0
24125	Zm00001d026414	10	145394600	145395407	+	59.02371234752236	8.216635
24133	Zm00001d026099	10	138485505	138488238	-	0.008284383812488612	0.0
24138	Zm00001d025178	10	107851798	107857271	-	19.277477240340936	9.983615
24155	Zm00001d023713	10	16577448	16578394	+	4421.62460153983	73.5588
24158	Zm00001d023435	10	5446871	5448187	+	7.197908550364367e-05	0.0
24164	Zm00001d023544	10	9592422	9599740	-	1.859860580474157	3.5090800000000004
24182	Zm00001d025085	10	103047067	103050630	+	4.857059397355431	7.564910000000001
24241	Zm00001d026448	10	146059084	146062110	+	21.464300164717677	4.29882
24256	Zm00001d023317	10	2861470	2865816	-	0.23518166439822644	0.339578
24287	Zm00001d023796	10	21488310	21534611	+	2.081268505099862	3.8120200000000004
24412	Zm00001d026383	10	144823841	144827200	+	7.421244383438485	1.7067700000000001
24442	Zm00001d026121	10	138895013	138896501	+	186.78875249387255	25.42525
24449	Zm00001d026131	10	139320951	139323275	+	5.944358089471002	3.408055
24451	Zm00001d023630	10	12787746	12796796	+	1.3195886955779443	3.3583
24484	Zm00001d026422	10	145472124	145494737	+	0.00020722944019431374	0.0
24496	Zm00001d025043	10	101206921	101214479	-	3.082921070440441	2.78008
24545	Zm00001d023775	10	19782703	19783902	+	0.016575719087692998	0.0
24556	Zm00001d026003	10	135819761	135824835	+	0.005092479192891723	0.0
24573	Zm00001d025947	10	134516140	134516668	+	1.2230866555837794	0.2998135
24576	Zm00001d023615	10	12201890	12203553	+	2.7726686833227117e-06	0.0
24622	Zm00001d025473	10	119898542	119899746	-	0.42408430702602257	0.0
24713	Zm00001d025031	10	100543844	100549482	-	2.954386264066931	3.31367
24739	Zm00001d025393	10	116783796	116786226	+	0.0008312412541689267	0.0
24758	Zm00001d025423	10	118183613	118183895	-	12798.621758750922	0.0
24772	Zm00001d023931	10	29359953	29360247	+	7.64871055114725	5.565835
24785	Zm00001d024854	10	90669583	90671414	+	83.27560088357562	14.510349999999999
24795	Zm00001d024764	10	87125355	87129447	+	0.07705879497110245	0.3488785
24809	Zm00001d023364	10	4121018	4123387	+	1.4315679344033876	0.0
24812	Zm00001d025325	10	114192781	114194343	-	2.8278037879893336	1.333675
24840	Zm00001d025848	10	131497997	131500944	+	38.377731599296865	6.188784999999999
24843	Zm00001d024909	10	94430849	94433495	-	0.06980752275619528	0.1459915
24853	Zm00001d024902	10	93871034	93871523	+	0.00046821386343792406	0.0
24865	Zm00001d025916	10	133737302	133738259	-	21.85541421906966	11.478850000000001
24892	Zm00001d025131	10	105800907	105804404	+	15.00456361680869	11.77335
24896	Zm00001d024794	10	88508472	88508670	+	0.0	0.0
24897	Zm00001d026212	10	141035339	141038053	-	45.34644933701505	15.088000000000001
24902	Zm00001d025568	10	122547751	122549122	-	1.7379481646844923	0.62817
24924	Zm00001d024959	10	96880901	96881682	-	0.00011031515182611631	0.0
24951	Zm00001d025148	10	106588446	106589106	+	1.159034616454268	0.6829205
24961	Zm00001d026540	10	147919135	147925555	-	0.12215145912939282	0.6119965
24966	Zm00001d024301	10	62895059	62902241	+	36.36062867986395	17.75405
24974	Zm00001d024049	10	39765507	39781464	-	6.670193044162696	4.86021
